,n_grid,n_particles,runtime
0,1000,100,22.272936820983887
1,1000,200,20.509110689163208
2,1000,500,23.438502311706543
3,1000,1000,28.03686547279358
4,1000,2000,36.09578490257263
5,1000,5000,57.16234230995178
6,1000,10000,96.93985223770142
7,1000,20000,181.13635778427124
8,1000,50000,613.8068869113922
